user_id,weights
965662700457033728,0.5
18000449,0.6500000000000001
2736948289,0.3
708353900961603584,0.55
187021634,0.5
710856880680275969,0.5
57819134,0.65
959838378421293056,0.25
778616569,0.45000000000000007
119642250,0.65
329606222,0.5
465221721,0.5
1337390052,0.4
790019230389248000,0.45
823293173388759040,0.45
494035704,0.55
276242243,0.55
76295423,0.6
746684368756801536,0.45
2926868413,0.4
3146127253,0.39999999999999997
1157756084,0.5
144222146,0.55
113804242,0.55
16280151,0.6000000000000001
2814960667,0.44999999999999996
199531305,0.45
40373973,0.65
463355602,0.4
745235587,0.5
979831211366535169,0.25
747448208528400385,0.2
24661757,0.5499999999999999
899365620382388224,0.35
226668512,0.5
448839741,0.6
351347712,0.6
724066201,0.6000000000000001
816710779424669698,0.35000000000000003
3398409381,0.4
2480282384,0.4
2692325181,0.44999999999999996
196418626,0.45000000000000007
15627848,0.5499999999999999
140170747,0.55
1662872534,0.5
635392549,0.45000000000000007
377904401,0.7000000000000001
328605135,0.45
41256177,0.5
551613747,0.45
158843695,0.44999999999999996
47897935,0.5
19148087,0.6
2342634564,0.44999999999999996
2786892858,0.35
28503916,0.65
30119049,0.6499999999999999
1630554446,0.4
839966807234600964,0.55
133635048,0.44999999999999996
83311368,0.55
967746907413073921,0.5
2188814312,0.45
2466233610,0.5
450175203,0.5
490975378,0.45
40413534,0.65
36329529,0.5
598319603,0.65
510202894,0.4
23257880,0.6500000000000001
936309802564816903,0.35000000000000003
923342250,0.45
715601141749387264,0.35000000000000003
715624311139086336,0.45000000000000007
2330437794,0.5
144222146,0.55
999604536871473152,0.39999999999999997
86088922,0.55
1688009821,0.4
34655603,0.9
20709304,0.55
6364702,0.55
710856880680275969,0.5
42646063,0.5
983439135024148480,0.39999999999999997
340936037,0.55
18020666,0.55
67349961,0.6
970427359865303040,0.4
2956092193,0.35000000000000003
835117966165364736,0.5
180424153,0.55
266440288,0.6
2311781443,0.4
224709022,0.55
255826721,0.65
1172529770,0.5
304149355,0.44999999999999996
1017080043430817792,0.6
1031082919,0.45
1568091907,0.35000000000000003
82456816,0.6000000000000001
115400791,0.65
433209318,0.5
2597448462,0.55
317624256,0.55
14294848,0.9
18000449,0.6500000000000001
898586234380996609,0.45000000000000007
320194003,0.44999999999999996
157195594,0.7
339034857,0.55
3931623958,0.5
140535985,0.55
2311840544,0.55
252221729,0.5499999999999999
3317649485,0.55
924219017648320513,0.35
1689770203,0.44999999999999996
375989152,0.5
72518750,0.55
1009479444652625920,0.4
1286106229,0.55
951141109295546369,0.4
15328881,0.9500000000000001
30800805,0.55
139853489,0.6
92342590,0.7000000000000001
144222146,0.55
232943162,0.44999999999999996
749646362,0.45000000000000007
128353949,0.6
2802445835,0.45
898517215405907969,0.30000000000000004
15730261,0.65
891975739,0.44999999999999996
23430917,1.0
2218703688,0.5000000000000001
14847073,0.6
868132834162159616,0.35000000000000003
93288759,0.7500000000000001
875869596,0.4
2379948199,0.5
31417682,0.55
994155243607769088,0.35000000000000003
3729000014,0.4
11951392,0.55
69256645,0.5
1171473138,0.7999999999999999
816710779424669698,0.35000000000000003
123078358,0.55
145200095,0.55
236678195,0.4
561189988,0.45
966840711306866688,0.5
121332465,0.4
528366390,0.55
279791503,0.6
1691622588,0.35
827312885391040517,0.65
772923239219752960,0.35
144044977,0.45
51340057,0.5
947146184057131008,0.2
985671412303171584,0.55
357791973,0.6
700661449769644032,0.35
361339709,0.5
877089383907811328,0.35000000000000003
334320138,0.6
264895948,0.55
30749810,0.45
837579672036622336,0.45
22176864,0.5499999999999999
786760153915727872,0.35000000000000003
544433984,0.55
730817402297044993,0.5
136868512,0.7
268841149,0.4
972531700902359042,0.35
120284237,0.55
2597448462,0.55
47797572,0.7000000000000001
94252361,0.65
815799834074415104,0.5
79075272,0.55
3265755889,0.4
48528667,0.65
320332061,0.6
733068870098006016,0.5
96395029,0.6000000000000001
29192127,0.5
3249966811,0.4
714524166553268225,0.5
895202145682763776,0.35000000000000003
66075435,0.7000000000000001
1020326567048810496,0.44999999999999996
585221085,0.5
716889495438770176,0.3
2175728486,0.55
550595609,0.4
133397127,0.55
1002616727920959488,0.55
1083077382,0.4
1691952625,0.5
966951978172641280,0.3
285741243,0.44999999999999996
2982301241,0.44999999999999996
2845611159,0.44999999999999996
3657871,0.6
197964072,0.5
